X,Y,OBJECTID,State_numb,NHS_Rest_S,Highway_Ro,Mile_Post,Municipali,County,State,Latitude,Longitude,Number_of
-9787915.1657,5163202.948,439,11,TW Des Plaines Oasis,I-90EB, , , ,IL,42.0148419,-87.92633793,12
-9785863.2491,5128605.0904,440,11,TW Hinsdale Oasis,(I-94/I-294/I-80)EB, , , ,IL,41.7835089,-87.90790525,12
-9785863.2491,5128605.0904,441,11,TW Hinsdale Oasis,(I-94/I-294/I-80)WB, , , ,IL,41.7835089,-87.90790525,12
-9785194.7478,5199299.1946,442,11,TW Lake Forest Oasis,(I-94/I-294/I-80), , , ,IL,42.2553,-87.9019,15
-9785135.5536,5198942.3471,443,11,TW Lake Forest Oasis,(I-94/I-294/I-80), , , ,IL,42.2529273,-87.90136825,15
-9783076.4959,5153564.1129,444,11,TW O'Hare Oasis,(I-94/I-294/I-80)WB, , , ,IL,41.9504776,-87.88287142,12
-9783076.4959,5153564.1129,445,11,TW O'Hare Oasis,(I-94/I-294/I-80)EB, , , ,IL,41.9504776,-87.88287142,12
-9790248.6526,5231427.9371,446,11,Weigh Station US  41,US 41, ,Rosecrans, ,IL,42.46856,-87.9473,3
-9908248.3147,5119733.5779,447,11,Willow Creek NB,I-39NB, ,Paw Paw, ,IL,41.724056,-89.007309,42
-9908731.4414,5120256.3633,448,11,Willow Creek SB,I-39SB, ,Paw Paw, ,IL,41.727561,-89.011649,42
-9806156.2078,5112070.9227,449,11,WS I-55 NB Bolingbrook,I-55, ,Bolingbrook, ,IL,41.67266,-88.0902,20
-9806467.9025,5112054.5293,450,11,WS I-55 SB Bolingbrook,I-55, ,Bolingbrook, ,IL,41.67255,-88.093,20
-9780534.3573,4606928.9201,451,12,Black River Welcome Center (I-64E MM7),I-64E,7,Griffin,Posey,IN,38.194431,-87.860035,16
-9548602.3133,4662311.3712,452,12,"Henryville Rest Area Northbound (I-65N, MM22)",I-65N,22,Underwood,Clark,IN,38.584381,-85.776554,64
-9549081.8776,4662644.1856,453,12,"Henryville Rest Area Southbound (I-65S, MM22)",I-65S,22,Underwood,Clark,IN,38.586718,-85.780862,64
-9568233.6168,4758962.3629,454,12,"Taylorsville Rest Area Northbound (I-65N, MM73)",I-65N,73,Taylorsville,Bartholomew,IN,39.259856,-85.952905,39
-9568657.4101,4761453.2142,455,12,"Taylorsville Rest Area Southbound (I-65N, MM71)",I-65S,71,Taylorsville,Bartholomew,IN,39.277179,-85.956712,44
-9480958.0228,4763266.777,456,12,"Batesville Welcome Center Westbound (I-74W, MM 151)",I-74W,151,Batesville,Ripley,IN,39.289789,-85.168895,40
-9740366.3889,4785140.541,457,12,"Clear Creek Welcome Center Eastbound (I-70E, MM 2)",I-70E,2,West Terre Haute,Vigo,IN,39.441702,-87.4992,50
-9617744.6302,4815393.8648,458,12,"Plainfield Rest Area Eastbound (I-70E, MM 64)",I-70E,64,Plainfield,Hendricks,IN,39.651266,-86.39767,32
-9618060.7775,4815875.7667,459,12,"Plainfield Rest Area Westbound (I-70W, MM 64)",I-70W,64,Plainfield,Hendricks,IN,39.654599,-86.40051,32
-9540540.4445,4840296.3938,460,12,"Greenfield Rest Area Eastbound (I-70E, MM 107)",I-70E,107,Greenfield,Hancock,IN,39.82329,-85.704133,201
-9540516.5108,4840846.902,461,12,"Greenfield Rest Area Westbound (I-70W, MM 107)",I-70W,107,Greenfield,Hancock,IN,39.827088,-85.703918,101
-9465042.4526,4845799.6557,462,12,"Centerville Welcome Center Westbound (I-70W, MM 143)",I-70W,143,Centerville,Wayne,IN,39.861248,-85.025923,160
-9635221.5675,4851416.2416,463,12,"Lizton Rest Area Eastbound (I-74E, MM 57)",I-74E,57,Lizton,Hendricks,IN,39.899966,-86.554668,31
-9635194.183,4851582.5333,464,12,"Lizton Rest Area Westbound (I-74W, MM 57)",I-74E,57,Lizton,Hendricks,IN,39.901112,-86.554422,30
-9741021.504,4882798.7275,465,12,"Spring Creek Welcome Center (I-74E, MM 1)",I-74E,1,NA,Vermillion,IN,40.115899,-87.505085,44
-9633395.1486,4888975.5071,466,12,"Lebanon Rest Area Northbound (I-65, MM148)",I-65N,148,Thorntown,Boone,IN,40.158319,-86.538261,38
-9634939.15,4890849.5433,467,12,"Lebanon Rest Area Southbound (I-65, MM149)",I-65S,149,Thorntown,Boone,IN,40.171184,-86.552131,21
-9524142.9721,4917517.4196,468,12,"Pipe Creek Rest Area Northbound (I-69N, MM251)",I-69N,251,NA,Delaware,IN,40.353991,-85.556832,80
-9524572.888,4917910.6677,469,12,"Pipe Creek Rest Area Southbound (I-69S, MM251)",I-69S,251,NA,Delaware,IN,40.356683,-85.560694,80
-9692013.9887,4967934.975,470,12,"Wolcott Rest Area Southbound (I-65S, MM195)",I-65N,195,Wolcott,White,IN,40.69825,-87.064843,13
-9691757.8426,4968092.8181,471,12,"Wolcott Rest Area Northbound (I-65N, MM195)",I-65N,195,Wolcott,White,IN,40.699325,-87.062542,13
-9715017.9389,5036671.0796,472,12,"Kankakee Rest Area Northbound (I-65N, MM231)",I-65N,231,NA,Jasper,IN,41.164739,-87.271491,56
-9715326.5165,5036972.8868,473,12,"Kankakee Rest Area Southbound (I-65S, MM231)",I-65S,231,NA,Jasper,IN,41.16678,-87.274263,57
-9471631.5646,5056115.5313,474,12,"Auburn Rest Area Northbound (I-69N, MM 325)",I-69N,325,Auburn,DeKalb,IN,41.296104,-85.085114,80
-9468775.1064,5098315.0934,475,12,"Pigeon Creek Welcome Center Southbound (I-69S, MM 345)",I-69S,345,Auburn,DeKalb,IN,41.580292,-85.059454,18
-9709008.3562,5099284.3912,476,12,"Indiana Toll Road Travel Plaza One Eastbound (I-80E, MM 22)",I-80 E,22,Portage,Porter,IN,41.586805,-87.217506,52
-9708886.6839,5099573.2796,477,12,"Indiana Toll Road Travel Plaza One Westbound (I-80W, MM 22)",I-80 W,22,Portage,Porter,IN,41.588746,-87.216413,52
-9642628.7665,5117004.0724,478,12,"Indiana Toll Road Travel Plaza Three Eastbound (I-80E, MM 56)",I-80 E,56,Rolling Prairie,LaPorte,IN,41.705753,-86.621208,40
-9642875.0052,5117200.3,479,12,"Indiana Toll Road Travel Plaza Three Westbound (I-80W, MM 56)",I-80 W,56,Rolling Prairie,LaPorte,IN,41.707069,-86.62342,70
-9458280.5727,5119971.9228,480,12,"Indiana Travel Center Eight Westbound (I-80W, MM 146)",I-80 W,146,Fremont,Steuben,IN,41.725654,-84.96518,45
-9458646.5913,5120008.1673,481,12,"Indiana Travel Center Eight Eastbound (I-80E, MM 146)",I-80 E,146,Fremont,Steuben,IN,41.725897,-84.968468,51
-9574130.0989,5120796.7789,482,12,"Indiana Travel Plaza Five Eastbound (I-80E, MM 90)",I-80 E,90,Elkhart,Elkhart,IN,41.731184,-86.005874,61
-9573922.9333,5121087.9565,483,12,"Indiana Travel Plaza Five Westbound (I-80W, MM 90)",I-80 W,90,Elkhart,Elkhart,IN,41.733136,-86.004013,60
-9661846.5181,5121408.8291,484,12,"Michigan City Welcome Center Westbound (I-94W, MM 43)",I-94W,43,Michigan City,LaPorte,IN,41.735287,-86.793844,31
-9498927.3263,5122909.2114,485,12,"Indiana Travel Plaza Seven Eastbound (I-80E, MM 126)",I-80 E,126,Howe,Lagrange,IN,41.745344,-85.330316,50
-9498786.1732,5123068.1103,486,12,"Indiana Travel Plaza Seven Westbound (I-80E, MM 126)",I-80 W,126,Howe,Lagrange,IN,41.746409,-85.329048,45
-11215216.0585,4460110.946,487,14,NHS Rest Stop or Truck Facility 32,US 54W,18,Arkalon,Seward,KS,37.15054,-100.748,5
-10634128.3165,4487981.4035,488,14,NHS Rest Stop or Truck Facility 37,US 169,27,Jct. 169/400,Montgomery,KS,37.34983,-95.528,9
-11119214.1296,4507859.827,489,14,NHS Rest Stop or Truck Facility 31,US 54E,74,Bloom,Ford,KS,37.49165,-99.8856,3
-10743766.883,4531843.4198,490,14,NHS Rest Stop or Truck Facility 38,US 400,300,Beaumont,Greenwood,KS,37.6624,-96.5129,9
-10685379.81,4556405.1674,491,14,NHS Rest Stop or Truck Facility 30,US 54,300,Greenwood,Greenwood,KS,37.83686,-95.9884,3
-11190057.8535,4559392.4005,492,14,NHS Rest Stop or Truck Facility 29,US 50E,91,Ingalls,Gray,KS,37.85805,-100.522,5
-10834492.268,4569605.3841,493,14,NHS Rest Stop or Truck Facility 5,I135N,23,Harvey County,Harvey,KS,37.93045,-97.3279,12
-10834514.5318,4570020.3226,494,14,NHS Rest Stop or Truck Facility 4,I-135S,23,Harvey County,Harvey,KS,37.93339,-97.3281,12
-10988257.8806,4573171.0092,495,14,NHS Rest Stop or Truck Facility 28,US 50,196,Stafford County,Stafford,KS,37.95571,-98.7092,6
-10657638.993,4573800.6967,496,14,NHS Rest Stop or Truck Facility 36,US 75,80,Yates Center,Woodson,KS,37.96017,-95.7392,3
-11183267.3646,4587756.8212,497,14,NHS Rest Stop or Truck Facility 1,Hwy156,24,Kalvesta,Finney,KS,38.05895,-100.461,7
-10538772.8199,4616030.3705,498,14,NHS Rest Stop or Truck Facility 35,US 69,96,Trading Post,Linn,KS,38.258659,-94.671407,16
-10867051.104,4647728.2969,499,14,NHS Rest Stop or Truck Facility 2,I-135N,68,McPherson,McPherson,KS,38.481905,-97.620381,10
-10867090.5111,4648310.6468,500,14,NHS Rest Stop or Truck Facility 3,I-135S,68,McPherson,McPherson,KS,38.486,-97.620735,10
-10620546.4481,4653855.2232,501,14,NHS Rest Stop or Truck Facility 6,I-35N,175,Homewood,Franklin,KS,38.524977,-95.405992,13
-10620536.8746,4654223.052,502,14,NHS Rest Stop or Truck Facility 7,I-35S,175,Homewood,Franklin,KS,38.527562,-95.405906,13
-10924137.8539,4701130.076,503,14,NHS Rest Stop or Truck Facility 25,I-70W,224,Ellsworth,Ellsworth,KS,38.85645,-98.1332,10
-10922935.6034,4701150.0893,504,14,NHS Rest Stop or Truck Facility 24,I-70E,224,Ellsworth,Ellsworth,KS,38.85659,-98.1224,8
-11000026.2432,4701400.1157,505,14,NHS Rest Stop or Truck Facility 14,I-70E,187,Russell,Russell,KS,38.858339,-98.814917,10
-11000063.424,4701559.0836,506,14,NHS Rest Stop or Truck Facility 15,I-70W,187,Russell,Russell,KS,38.859451,-98.815251,10
-10841933.0854,4711148.0745,507,14,NHS Rest Stop or Truck Facility 20,I-70W,265,Solomon,Abilene,KS,38.926495,-97.394742,12
-10841922.3987,4711326.3698,508,14,NHS Rest Stop or Truck Facility 21,I-70W,265,Solomon,Abilene,KS,38.927741,-97.394646,12
-10869357.5324,4715927.7866,509,14,NHS Rest Stop or Truck Facility 33,US 81S,161,Bennington,Ottawa,KS,38.95989,-97.6411,5
-10869368.6644,4716367.2983,510,14,NHS Rest Stop or Truck Facility 34,US 81N,161,Bennington,Ottawa,KS,38.96296,-97.6412,5
-11108459.5535,4721195.0196,511,14,NHS Rest Stop or Truck Facility 13,I-70W,133,Wakeeny,Trego,KS,38.996673,-99.78899,10
-11110235.322,4721526.7565,512,14,NHS Rest Stop or Truck Facility 12,I-70E,132,Wakeeny,Trego,KS,38.998989,-99.804942,10
-10700138.8821,4730175.2297,513,14,NHS Rest Stop or Truck Facility 17,I-70E,336,Paxico,Wabaunsee,KS,39.059341,-96.120983,12
-10700186.6382,4730297.0878,514,14,NHS Rest Stop or Truck Facility 18,I-70W,336,Paxico,Wabaunsee,KS,39.060191,-96.121412,14
-10755054.6794,4731072.5705,515,14,NHS Rest Stop or Truck Facility 27,I-70W,310,Geary,Junction City,KS,39.0656,-96.6143,10
-10755989.7631,4731184.4032,516,14,NHS Rest Stop or Truck Facility 26,I-70E,309,Geary,Junction City,KS,39.06638,-96.6227,14
-11179631.0021,4735935.7098,517,14,NHS Rest Stop or Truck Facility 10,I-70E,97,Grainfield,Gove,KS,39.099511,-100.428334,10
-11179389.4388,4736022.6369,518,14,NHS Rest Stop or Truck Facility 11,I-70W,97,Grainfield,Gove,KS,39.100117,-100.426164,10
-11343801.2023,4768807.4287,519,14,NHS Rest Stop or Truck Facility 39,I-70E,8,Goodland,Sherman,KS,39.3283,-101.9031,10
-11345244.6821,4769097.2707,520,14,NHS Rest Stop or Truck Facility 19,I-70W,7,Goodland,Sherman,KS,39.330314,-101.916067,10
-11260617.7128,4774178.777,521,14,NHS Rest Stop or Truck Facility 8,I-70E,49,Colby,Thomas,KS,39.365614,-101.15585,10
-11259976.8464,4774333.1337,522,14,NHS Rest Stop or Truck Facility 9,I-70W,48,Colby,Thomas,KS,39.366686,-101.150093,10
-9895968.7731,4370609.9266,523,15,US-51/Julian Carroll Pkwy Weigh Station,KY-9003 Carroll Pkwy,1,Fulton,Fulton,KY,36.507,-88.897,3
-9362525.7732,4385716.4474,524,15,I-75 North Whitley County Welcome Center,I-75N,2,NA,Whitley,KY,36.616,-84.105,20
-9636816.9985,4389461.7276,525,15,I-65 North Simpson County Welcome Center,I-65N,2,Franklin,Simpson,KY,36.643,-86.569,43
-9723998.6388,4390471.2358,526,15,I-24 Westbound Christian CountyWelcome Center,I-24W,93,NA,Christian,KY,36.650276,-87.352166,29
-9633366.0943,4395567.9615,527,15,I-65 North Simpson County Weigh Station,I-65N,4,Franklin,Simpson,KY,36.687,-86.538,50
-9361635.2173,4445102.1287,528,15,I-75 North Laurel County Weigh Station/Rest Haven,I-75N,33,NA,Laurel,KY,37.043,-84.097,50
-9361857.8562,4445660.0075,529,15,I-75 South Laurel County Weigh Station/Rest Haven,I-75S,33,NA,Laurel,KY,37.047,-84.099,50
-9868806.8173,4446357.3973,530,15,I-24 East Paducah Welcome Center,I-24E,7,Paducah,McCracken,KY,37.052,-88.653,15
-9816597.9762,4447612.8147,531,15,I-24 East Lyon County Weigh Station,I-24E,36,NA,Lyon,KY,37.061,-88.184,46
-9816597.9762,4447612.8147,532,15,I-24 West Lyon County Weigh Station,I-24W,36,NA,Lyon,KY,37.061,-88.184,46
-9565484.5819,4472429.8029,533,15,I-65 North Hart County Rest Area,I-65N,60,NA,Hart,KY,37.238692,-85.92821,135
-9565584.213,4472481.5391,534,15,I-65 South Hart County Rest Area,I-65S,60,NA,Hart,KY,37.239062,-85.929105,135
-9665648.7466,4491646.7323,535,15,Western Ky Pkwy Beaver Dam Rest Area,KY-9001 W  Ky Pkwy,76,Beaver Dam,Ohio,KY,37.376,-86.828,30
-9557557.521,4530662.2655,536,15,I-65 South Hardin County Weigh Station,I-65S,90,Elizabethtown,Hardin,KY,37.654,-85.857,8
-9317664.0184,4550647.4025,537,15,Mountain Pkwy Rest Area,KY-9000 Mtn Pkwy,33,Slade,Powell,KY,37.796,-83.702,6
-9745910.0995,4567989.5403,538,15,US41 Southbound Weigh Station,US-41,21,Henderson,Henderson,KY,37.919,-87.549,35
-9539078.4856,4571800.23,539,15,I-65 South Shepherdsville Welcome Center,I-65S,113,Shepherdsville,Bullitt,KY,37.946,-85.691,26
-9366554.5369,4582436.7801,540,15,I-64 East Clark County Rest Area,I-64E,98,NA,Clark,KY,38.021311,-84.141191,12
-9436105.0622,4603363.8201,541,15,I-64 East Franklin/Woodford Rest Area,I-64E,60,NA,Woodford,KY,38.169257,-84.765974,14
-9436175.6389,4603471.9984,542,15,I-64 West Franklin/Woodford Rest Area,I-64W,60,NA,Woodford,KY,38.170021,-84.766608,13
-9479411.2385,4603610.6213,543,15,I-64 East Shelby County Weigh Station,I-64E,38,Shelbyville,Shelby,KY,38.171,-85.155,6
-9498780.8299,4608142.7288,544,15,I-64 East Simpsonville Welcome Center,I-64E,29,Simpsonville,Shelby,KY,38.203,-85.329,24
-9288929.7862,4612113.5002,545,15,I-64 West Rowan County Rest Area,I-64W,141,NA,Rowan,KY,38.231025,-83.443876,10
-9288363.2813,4612914.4991,546,15,I-64 East Rowan County Rest Area,I-64E,141,NA,Rowan,KY,38.236677,-83.438787,15
-9411624.3478,4614557.0818,547,15,I-75 North Georgetown Rest Area,I-75N,127,NA,Scott,KY,38.248266,-84.54606,46
-9411853.9999,4614815.0657,548,15,I-75 South Georgetown Rest Area,I-75S,127,NA,Scott,KY,38.250086,-84.548123,47
-9277700.3212,4618630.8644,549,15,I-64 West Rowan County Weigh Station,I-64W,148,NA,Rowan,KY,38.277,-83.343,6
-9412953.5025,4621041.8102,550,15,I-75 North Scott County Weigh Station,I-75N,130,NA,Scott,KY,38.294,-84.558,4
-9519610.2651,4627359.465,551,15,I-71 North Oldham County Rest Area,I-71N,13,NA,Oldham,KY,38.338528,-85.516114,13
-9519809.4157,4627472.0115,552,15,I-71 South Oldham County Rest Area,I-71S,13,NA,Oldham,KY,38.339321,-85.517903,15
-9229498.9817,4629271.6441,553,15,I-64 West Carter County Welcome Center,I-64W,173,NA,Carter,KY,38.352,-82.91,12
-9228238.845,4629974.7489,554,15,I-64 East Carter County Rest Area,I-64E,174,NA,Carter,KY,38.356953,-82.89868,8
-9417719.0899,4695806.3709,555,15,I-75 Kenton County Weigh Station/Rest Haven,I-75S,168,Verona,Kenton,KY,38.819199,-84.60081,50
-9422913.7026,4702302.3488,556,15,I-71 South Boone County Weigh Station/Rest Haven,I-71S,75,NA,Boone,KY,38.86465,-84.647474,45
-9420968.5059,4712651.3765,557,15,I-75 North Boone County Rest Area,I-75N,177,NA,Boone,KY,38.937,-84.63,53
-9421413.7838,4713080.7278,558,15,I-75 South Boone County Rest Area,I-75S,177,NA,Boone,KY,38.94,-84.634,69
-10072457.6993,3516426.8681,559,16,LaPlace Weigh Scale,I-10E,270,LaPlace,St. John the Baptist,LA,30.100128,-90.482427,10
-10072272.3525,3516468.9435,560,16,LaPlace Weigh Scale,I-10W,207,LaPlace,St. John the Baptist,LA,30.100455,-90.480762,10
-10428062.0241,3521210.7152,561,16,Toomey Rest Area,1-10E,1.4,Toomey,Calcasieu,LA,30.1373,-93.676875,15
-10426688.5642,3522024.3749,562,16,Starks Weigh Scale,I-10W,3,Toomey,Calcasieu,LA,30.143621,-93.664537,10
-10234559.2494,3540279.5915,563,16,Breaux Bridge Weigh Scale,I-10E,108,Breaux Bridge,St. Martin,LA,30.285332,-91.93861,10
-10234523.5159,3540409.0208,564,16,Breaux Bridge Weigh Scale,I-10W,107,Breaux Bridge,St. Martin,LA,30.286336,-91.938289,10
-9986649.4076,3542045.8219,565,16,Slidell I-10 Rest Area,I-10W,1,Slidell,St. Tammany,LA,30.299032,-89.711598,32
-9989618.855,3545052.204,566,16,Slidell I-59 Rest Area,I-59S,2,Slidell,St. Tammany,LA,30.322347,-89.738273,9
-10210476.1682,3547750.3691,567,16,Butte Larose (Atchafalaya) Rest Area,I-10,121,Butte Larose,St. Martin,LA,30.343267,-91.722268,43
-10076775.7824,3565274.4968,568,16,Baptist Weigh Scale,I-12E,36,Hammond,Tangipahoa,LA,30.47903,-90.521217,10
-10076807.8424,3565371.1154,569,16,Baptist Weigh Scale,I-12W,35,Hammond,Tangipahoa,LA,30.479778,-90.521505,10
-10254790.4537,3596990.3349,570,16,Grand Prairie Rest Area,I-49,34,Grand Prairie,St. Landry,LA,30.724258,-92.12035,30
-10075550.0435,3630557.2778,571,16,Kentwood Rest Area,I-55S,1,Kentwood,Tangipahoa,LA,30.983121,-90.510206,20
-10124257.998,3805332.1177,572,16,Delta Weigh Scale,I-20E,186,Delta,Madison,LA,32.319566,-90.947757,10
-10124270.6884,3805428.2786,573,16,Delta Weigh Scale,I-20W,186,Delta,Madison,LA,32.320296,-90.947871,10
-10128924.8451,3806117.1029,574,16,Mound Rest Area,I-20W,185,Mound,Madison,LA,32.325525,-90.98968,13
-10464176.5159,3822613.6163,575,16,Greenwood Rest Area,I-20E,2,Greenwood,Caddo,LA,32.450663,-94.001297,25
-10466612.9656,3822803.3158,576,16,Greenwood Weigh Scale,I-20E,1,Greenwood,Caddo,LA,32.452101,-94.023184,10
-10466383.2022,3822859.6458,577,16,Greenwood Weigh Scale,I-20W,1,Greenwood,Caddo,LA,32.452528,-94.02112,10
-10291343.3217,3832964.8483,578,16,Tremont EB Rest Area,I-20W,97,Tremont,Lincoln,LA,32.529096,-92.44871,46
-10294147.1257,3833359.8978,579,16,Tremont WB Rest Area,I-20E,95,Tremont,Lincoln,LA,32.532088,-92.473897,47
-7824456.3176,5114142.9748,580,19,Cape Cod Visitor Center EB,US 6,70.6,Barnstable,Barnstable,MA,41.686562,-70.288287,11
-7829967.7455,5114386.8452,581,19,Rest Area EB/WB,US 6,68.2,Barnstable,Barnstable,MA,41.688198,-70.337797,9
-7813973.5838,5114892.4936,582,19,Rest Area WB,US 6,75.6,Yarmouth,Barnstable,MA,41.69159,-70.194119,3
-7846379.5781,5121977.2073,583,19,Rest Area WB,US 6,59.4,Sandwich,Barnstable,MA,41.739097,-70.485227,4
-7875737.5334,5123787.8877,584,19,Rest Area EB,I-195,37.2,Wareham,Plymouth,MA,41.751233,-70.748954,23
-7929947.8991,5125692.6348,585,19,Rest Area EB,I-195,6,Swansea,Bristol,MA,41.763997,-71.235934,8
-7930328.6117,5126224.1035,586,19,Rest Area WB,I-195,6.2,Swansea,Bristol,MA,41.767558,-71.239354,6
-7860322.901,5128096.195,587,19,Rest Area EB,SR 25,6.4,Plymouth,Plymouth,MA,41.7801,-70.610482,30
-7906118.4035,5138366.2233,588,19,Rest Area SB,SR 140,17,Taunton,Bristol,MA,41.84886,-71.02187,3
-7906416.4058,5138795.5761,589,19,Rest Area NB,SR 140,17,Taunton,Bristol,MA,41.851733,-71.024547,3
-7893472.5095,5142562.8423,590,19,Rest Area SB,I-495,11.4,Middleboro,Plymouth,MA,41.876936,-70.90827,3
-7866013.7759,5151389.5888,591,19,Service Plaza SB,SR 3,13.4,Plymouth,Plymouth,MA,41.935948,-70.661604,14
-7906547.8742,5154445.3721,592,19,Service Plaza NB,SR 24,23.4,Bridgewater,Plymouth,MA,41.956365,-71.025728,8
-7906547.8742,5154445.3721,593,19,Service Plaza SB,SR 24,23.6,Bridgewater,Plymouth,MA,41.956365,-71.025728,8
-7935937.2216,5161284.7315,594,19,Rest Area SB,I-95,9.2,North Attleboro,Bristol,MA,42.002038,-71.289737,12
-7934789.4064,5162391.3679,595,19,Rest Area NB,I-95,9.6,Mansfield,Bristol,MA,42.009425,-71.279426,27
-8028679.7158,5167442.5998,596,19,Rest Area EB,I-84,1,Sturbridge,Worcester,MA,42.043132,-72.122857,17
-7976638.0765,5170192.8536,597,19,Rest Area EB,SR 146,5.2,Uxbridge,Worcester,MA,42.061477,-71.655359,16
-7976490.5781,5170352.2412,598,19,Rest Area WB,SR 146,4.8,Uxbridge,Worcester,MA,42.06254,-71.654034,16
-8025957.0636,5173393.1132,599,19,Rest Area WB,I-84,4.4,Sturbridge,Worcester,MA,42.082817,-72.098399,15
-8017969.5563,5181895.524,600,19,Service Plaza EB,I-90,80.39,Charlton,Worcester,MA,42.139478,-72.026646,13
-8010836.426,5184485.377,601,19,Service Plaza WB,I-90,83.78,Charlton,Worcester,MA,42.156727,-71.962568,20
-7921326.2045,5193622.6895,602,19,Rest Area SB,I-95,NA,Westwood,Norfold,MA,42.217546,-71.158484,5
-7969444.611,5197928.6979,603,19,Service Plaza WB,I-90,104.8,Westborough,Worcester,MA,42.246187,-71.590739,38
-7944352.0846,5207795.941,604,19,Service Plaza EB,I-90,117.63,Natick,Middlesex,MA,42.311769,-71.365329,6
-7951375.5652,5207930.0687,605,19,Service Plaza WB,I-90,114.28,Framingham,Middlesex,MA,42.31266,-71.428422,12
-7981757.5485,5239410.902,606,19,Rest Area WB,SR 2,103,Lancaster,Worcester,MA,42.521436,-71.701348,8
-7944676.2469,5250682.4289,607,19,Rest Area NB,I-495,87,Chelmsford,Middlesex,MA,42.596018,-71.368241,12
-7944771.5364,5250805.825,608,19,Rest Area SB,I-495,87,Chelmsford,Middlesex,MA,42.596834,-71.369097,12
-7905140.6845,5285122.2998,609,19,Rest Area SB,I-495,114,Merrimac,Essex,MA,42.823349,-71.013087,7
-7890847.9298,5293685.6854,610,19,Service Plaza SB,I-95,0.2,Salisbury,Essex,MA,42.879745,-70.884693,24
-8409430.4456,4580098.6869,611,18,NHS Rest Stop or Truck Facility 6,US 13,1,At stateline,Worcester,MD,38.004763,-75.543199,14
-8437735.4298,4646239.0821,612,18,NHS Rest Stop or Truck Facility 20,US 50,98,Vienna,Dorchester,MD,38.471432,-75.797467,12
-8541171.6083,4699563.4445,613,18,NHS Rest Stop or Truck Facility 24,US 301,16,Upper Marlboro,Prince George's,MD,38.84549,-76.72665,10
-8566304.8777,4724238.3542,614,18,NHS Rest Stop or Truck Facility 19,I-95/I-495,27,College Park,Prince George's,MD,39.017917,-76.952426,18
-8457814.4603,4733085.8914,615,18,NHS Rest Stop or Truck Facility 7,US 301,96,Near Price,Queen Anne's,MD,39.079641,-75.97784,25
-8554397.477,4741878.5939,616,18,NHS Rest Stop or Truck Facility 3,I-95 S,37,Savage,Howard,MD,39.140929,-76.84546,46
-8554450.3537,4742523.7717,617,18,NHS Rest Stop or Truck Facility 2,I-95 N,37,Savage,Howard,MD,39.145424,-76.845935,21
-8606078.4412,4759408.9252,618,18,NHS Rest Stop or Truck Facility 16,I-270 N,21,Hyattstown,Montgomery,MD,39.262962,-77.309718,12
-8606078.4412,4759408.9252,619,18,NHS Rest Stop or Truck Facility 17,I-270 S,21,Hyattstown,Montgomery,MD,39.262962,-77.309718,12
-8569299.1492,4767419.21,620,18,NHS Rest Stop or Truck Facility 12,I-70 W,79,West Friendship,Howard,MD,39.318653,-76.979324,18
-8592572.9379,4774094.4001,621,18,NHS Rest Stop or Truck Facility 10,I-70 E,67,Frederick,Frederick,MD,39.365028,-77.188396,9
-8598066.8887,4775742.4684,622,18,NHS Rest Stop or Truck Facility 13,I-70 E,64,New Market,Frederick,MD,39.376473,-77.237749,15
-8438165.457,4776884.2507,623,18,NHS Rest Stop or Truck Facility 18,US 301,121,Cecilton,Cecil,MD,39.384401,-75.80133,25
-8486096.1789,4793203.6782,624,18,NHS Rest Stop or Truck Facility 4,I-95,81,Aberdeen,Harford,MD,39.497617,-76.231899,55
-8638494.8995,4797221.2986,625,18,NHS Rest Stop or Truck Facility 8,I-70 W,39,Frederick,Frederick,MD,39.525461,-77.60092,23
-8638824.5165,4797633.3387,626,18,NHS Rest Stop or Truck Facility 9,I-70 E,39,Frederick,Frederick,MD,39.528316,-77.603881,26
-8462286.1643,4805585.06,627,18,NHS Rest Stop or Truck Facility 23,US 40,4,North East,Cecil,MD,39.58339,-76.01801,10
-8468393.8195,4805997.2997,628,18,NHS Rest Stop or Truck Facility 14,I-95N,92,Perryville,Cecil,MD,39.586244,-76.072876,59
-8468983.8128,4806226.5378,629,18,NHS Rest Stop or Truck Facility 15,I-95S,92,Perryville,Cecil,MD,39.587831,-76.078176,52
-8461349.7448,4809623.2568,630,18,NHS Rest Stop or Truck Facility 5,I-95,99,North East,Cecil,MD,39.611342,-76.009598,73
-8482752.2527,4815113.9588,631,18,NHS Rest Stop or Truck Facility 21,US 1,18,Darlington,Harford,MD,39.64933,-76.20186,7
-8789847.4395,4817257.4055,632,18,NHS Rest Stop or Truck Facility 11,I-68 E,30,Finzel,Garrett,MD,39.664154,-78.960543,12
-8836006.4003,4819153.403,633,18,NHS Rest Stop or Truck Facility 1,I-68 E,6,Friendsville,Garrett,MD,39.677264,-79.375196,22
-8606523.9417,4823631.7575,634,18,NHS Rest Stop or Truck Facility 22,US 15,37,Emmitsburg,Frederick,MD,39.70822,-77.31372,15
-8714103.0977,4825062.9511,635,18,NHS Rest Stop or Truck Facility 25,I-68 W,74,Hancock,Washington,MD,39.71811,-78.28012,5
-7872252.2293,5331561.1521,636,17,NHS Rest Stop or Truck Facility 9,I-95 N,NA,Kittery,York,ME,43.12856423,-70.71764498,75
